sogn_idx,sogn,kommune,kommune_idx,landsdel,landsdel_idx,region,region_idx,land,land_idx
1524,7999,Ikast-Brande,45,Sydjylland,8,Syddanmark,3,Danmark,1
1525,7334,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1526,7487,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1527,8968,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1528,7228,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1529,8134,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1530,8582,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1531,8258,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1532,8704,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1533,7223,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1534,8429,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1535,8543,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1536,8998,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1537,8618,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1538,7983,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
1539,8282,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1540,7181,Lejre,54,Byen København,1,Hovedstaden,1,Danmark,1
1541,8942,Billund,8,Nordjylland,11,Nordjylland,5,Danmark,1
1542,8410,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1543,8146,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1544,8856,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1545,8097,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
1546,9031,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1547,8561,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1548,7680,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1549,7363,Ringsted,72,Københavns omegn,2,Hovedstaden,1,Danmark,1
1550,8184,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1551,9121,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1552,7027,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1553,8174,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1554,8346,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1555,7841,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1556,9099,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1557,9131,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1558,8838,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1559,9192,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1560,8872,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1561,7803,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1562,9094,Høje-Taastrup,43,Bornholm,4,Hovedstaden,1,Danmark,1
1563,8706,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1564,7804,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1565,7694,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1566,8202,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1567,8672,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1568,7891,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1569,8976,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1570,8551,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1571,7754,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1572,7408,Halsnæs,32,Østsjælland,5,Sjælland,2,Danmark,1
1573,7888,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1574,7912,Fredericia,20,Nordjylland,11,Nordjylland,5,Danmark,1
1575,7876,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
1576,8629,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1577,8960,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1578,7948,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
1579,7563,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1580,7237,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1581,7687,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1582,8102,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1583,8701,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1584,8781,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1585,9258,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1586,8491,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
1587,8676,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1588,9078,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1589,7635,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1590,8857,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1591,8402,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1592,7115,Gentofte,25,Bornholm,4,Hovedstaden,1,Danmark,1
1593,8802,Ikast-Brande,45,Sydjylland,8,Syddanmark,3,Danmark,1
1594,9090,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1595,7309,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1596,8408,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1597,9231,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1598,8530,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1599,7844,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1600,8007,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
1601,8372,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1602,7835,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1603,8700,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1604,8598,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
1605,7060,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1606,7838,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1607,7746,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1608,8873,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1609,8459,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1610,7528,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1611,9002,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1612,7548,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1613,9217,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1614,7451,Hørsholm,44,Østsjælland,5,Sjælland,2,Danmark,1
1615,7131,Gladsaxe,26,Bornholm,4,Hovedstaden,1,Danmark,1
1616,9122,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1617,8829,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1618,7706,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1619,8850,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1620,8238,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1621,8656,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1622,7840,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1623,7649,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1624,8262,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1625,7842,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1626,7275,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1627,7798,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
1628,8904,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1629,8579,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1630,8858,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1631,9268,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1632,7579,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1633,7522,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1634,7254,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1635,9159,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1636,7300,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1637,9184,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1638,9173,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1639,9320,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1640,7120,Lyngby-Taarbæk,57,Bornholm,4,Hovedstaden,1,Danmark,1
1641,9075,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1642,8779,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1643,8863,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1644,7628,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1645,7206,Køge,52,Byen København,1,Hovedstaden,1,Danmark,1
1646,8864,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1647,8714,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1648,7650,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1649,8586,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1650,7059,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1651,7262,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1652,9050,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1653,7605,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1654,7137,Rødovre,75,Bornholm,4,Hovedstaden,1,Danmark,1
1655,9005,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1656,9139,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1657,8993,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1658,8324,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1659,8603,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1660,9076,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1661,8949,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1662,9038,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1663,7672,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1664,8371,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1665,8446,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1666,8549,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1667,9085,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1668,8519,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1669,8391,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1670,7235,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1671,8161,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1672,8648,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1673,9053,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1674,9257,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
1675,7193,Dragør,12,Nordsjælland,3,Hovedstaden,1,Danmark,1
1676,7002,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1677,7245,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1678,7851,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1679,7561,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1680,7274,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1681,7347,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1682,7646,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1683,9134,Albertslund,4,Bornholm,4,Hovedstaden,1,Danmark,1
1684,8401,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1685,8879,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1686,7488,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1687,8711,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1688,9061,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1689,8266,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1690,8241,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1691,8828,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1692,8199,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1693,8423,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1694,8651,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1695,8376,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1696,8861,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1697,9145,Hørsholm,44,Østsjælland,5,Sjælland,2,Danmark,1
1698,7521,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1699,7535,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1700,9280,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1701,8196,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1702,8240,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1703,8393,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1704,9054,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1705,9129,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1706,7555,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1707,7225,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1708,9172,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1709,8170,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1710,9144,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1711,9313,Fanø,16,Nordjylland,11,Nordjylland,5,Danmark,1
1712,7236,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1713,8728,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1714,8264,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1715,8847,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1716,8908,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1717,8019,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
1718,7159,Roskilde,73,Byen København,1,Hovedstaden,1,Danmark,1
1719,8193,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1720,9117,Køge,52,Byen København,1,Hovedstaden,1,Danmark,1
1721,7056,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1722,8721,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1723,8194,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1724,8395,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1725,7471,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1726,8421,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1727,7762,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1728,7613,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1729,8780,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1730,8443,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1731,8304,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1732,7735,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
1733,7044,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1734,9110,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1735,8263,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1736,7611,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1737,7772,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1738,8859,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1739,8931,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1740,7823,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1741,9181,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1742,8126,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1743,8684,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1744,7065,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1745,8327,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1746,7874,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
1747,7041,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1748,8478,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1749,8540,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1750,8667,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1751,8637,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1752,8791,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1753,8420,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1754,8198,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1755,7944,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1756,8962,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1757,9115,Brøndby,10,Bornholm,4,Hovedstaden,1,Danmark,1
1758,7631,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1759,7639,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1760,9003,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1761,8483,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1762,7819,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1763,7782,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1764,8160,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1765,7011,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1766,7994,Horsens,41,Vestjylland,9,Midtjylland,4,Danmark,1
1767,8233,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1768,7315,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1769,7726,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
1770,7696,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1771,8622,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1772,7493,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1773,7573,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1774,7459,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1775,7627,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1776,8581,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1777,8167,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1778,7156,Roskilde,73,Byen København,1,Hovedstaden,1,Danmark,1
1779,8464,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1780,7543,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1781,8669,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1782,7662,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1783,8422,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1784,9185,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1785,8538,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1786,7629,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1787,8550,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1788,7129,Rudersdal,74,Østsjælland,5,Sjælland,2,Danmark,1
1789,7707,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1790,7036,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1791,9174,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1792,8888,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1793,7359,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1794,7715,Ærø,98,Østjylland,10,Midtjylland,4,Danmark,1
1795,8588,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1796,8674,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1797,8697,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1798,7157,Roskilde,73,Byen København,1,Hovedstaden,1,Danmark,1
1799,7763,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1800,9180,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1801,9035,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1802,9029,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1803,7678,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1804,8253,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1805,8175,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1806,8658,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1807,8817,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1808,7861,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1809,7268,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1810,7958,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
1811,8542,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1812,8347,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1813,8990,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1814,8172,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1815,7383,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1816,7759,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1817,9196,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1818,9224,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1819,7265,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1820,7494,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1821,7697,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1822,8886,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1823,7591,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1824,9070,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1825,8999,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1826,7103,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1827,9237,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1828,7928,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1829,8474,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1830,9045,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1831,7523,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1832,7054,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1833,7220,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1834,8989,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1835,9073,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1836,8668,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1837,8650,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1838,7593,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1839,7565,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1840,9321,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1841,8479,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1842,7394,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
1843,8256,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1844,7671,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1845,7266,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1846,7622,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1847,7802,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1848,8733,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1849,9223,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1850,9250,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1851,9001,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1852,7675,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1853,7051,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1854,7106,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1855,9049,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1856,7145,Brøndby,10,Bornholm,4,Hovedstaden,1,Danmark,1
1857,9319,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1858,7709,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1859,8689,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1860,8440,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1861,7053,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1862,7569,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1863,7037,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1864,8303,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1865,8431,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1866,9230,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1867,8470,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1868,7657,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1869,7239,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1870,8961,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1871,8735,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1872,7437,Helsingør,34,Østsjælland,5,Sjælland,2,Danmark,1
1873,7511,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1874,9165,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1875,8452,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1876,8100,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1877,7082,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1878,7780,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1879,8166,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1880,8671,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
