"","rel_beta"
"2021-07-08",0.525605920855105
"2021-07-09",0.523582430033891
"2021-07-10",0.521558939212678
"2021-07-11",0.519535448391464
"2021-07-12",0.51751195757025
"2021-07-13",0.515488466749036
"2021-07-14",0.513464975927822
"2021-07-15",0.511441485106609
"2021-07-16",0.511441485106609
"2021-07-17",0.511441485106609
"2021-07-18",0.511441485106609
"2021-07-19",0.511441485106609
"2021-07-20",0.511441485106609
"2021-07-21",0.511441485106609
"2021-07-22",0.511441485106609
"2021-07-23",0.511441485106609
"2021-07-24",0.511441485106609
"2021-07-25",0.511441485106609
"2021-07-26",0.511441485106609
"2021-07-27",0.511441485106609
"2021-07-28",0.511441485106609
"2021-07-29",0.511441485106609
"2021-07-30",0.511441485106609
"2021-07-31",0.511441485106609
"2021-08-01",0.511441485106609
"2021-08-02",0.511441485106609
"2021-08-03",0.511441485106609
"2021-08-04",0.511441485106609
"2021-08-05",0.511441485106609
"2021-08-06",0.511441485106609
"2021-08-07",0.511441485106609
"2021-08-08",0.511441485106609
"2021-08-09",0.511441485106609
"2021-08-10",0.511441485106609
"2021-08-11",0.511441485106609
"2021-08-12",0.511441485106609
"2021-08-13",0.511441485106609
"2021-08-14",0.511441485106609
"2021-08-15",0.511441485106609
"2021-08-16",0.514458479278883
"2021-08-17",0.517475473451158
"2021-08-18",0.520492467623433
"2021-08-19",0.523509461795708
"2021-08-20",0.526526455967983
"2021-08-21",0.529543450140257
"2021-08-22",0.532560444312532
"2021-08-23",0.535577438484807
"2021-08-24",0.538594432657082
"2021-08-25",0.541611426829357
"2021-08-26",0.544628421001631
"2021-08-27",0.547645415173906
"2021-08-28",0.550662409346181
"2021-08-29",0.553679403518456
"2021-08-30",0.556696397690731
"2021-08-31",0.559713391863006
"2021-09-01",0.56273038603528
"2021-09-02",0.565747380207555
"2021-09-03",0.56876437437983
"2021-09-04",0.571781368552105
"2021-09-05",0.57479836272438
"2021-09-06",0.577815356896654
"2021-09-07",0.580832351068929
"2021-09-08",0.583849345241204
"2021-09-09",0.586866339413479
"2021-09-10",0.589883333585754
"2021-09-11",0.592900327758028
"2021-09-12",0.595917321930303
"2021-09-13",0.598934316102578
"2021-09-14",0.601951310274853
"2021-09-15",0.604968304447128
"2021-09-16",0.609634800681999
"2021-09-17",0.61430129691687
"2021-09-18",0.618967793151742
"2021-09-19",0.623634289386613
"2021-09-20",0.628300785621484
"2021-09-21",0.632967281856356
"2021-09-22",0.637633778091227
"2021-09-23",0.642300274326098
"2021-09-24",0.64696677056097
"2021-09-25",0.651633266795841
"2021-09-26",0.656299763030712
"2021-09-27",0.660966259265584
"2021-09-28",0.665632755500455
"2021-09-29",0.670299251735327
"2021-09-30",0.674965747970198
"2021-10-01",0.679632244205069
"2021-10-02",0.684298740439941
"2021-10-03",0.688965236674812
"2021-10-04",0.693631732909683
"2021-10-05",0.698298229144555
"2021-10-06",0.702964725379426
"2021-10-07",0.707631221614297
"2021-10-08",0.712297717849169
"2021-10-09",0.71696421408404
"2021-10-10",0.721630710318911
"2021-10-11",0.726297206553783
"2021-10-12",0.730963702788654
"2021-10-13",0.735630199023525
"2021-10-14",0.740296695258397
"2021-10-15",0.744963191493268
"2021-10-16",0.749583038341516
"2021-10-17",0.754202885189763
"2021-10-18",0.758822732038011
"2021-10-19",0.763442578886258
"2021-10-20",0.768062425734506
"2021-10-21",0.772682272582753
"2021-10-22",0.777302119431001
"2021-10-23",0.781921966279249
"2021-10-24",0.786541813127496
"2021-10-25",0.791161659975744
"2021-10-26",0.795781506823991
"2021-10-27",0.800401353672239
"2021-10-28",0.805021200520486
"2021-10-29",0.809641047368734
"2021-10-30",0.814260894216982
"2021-10-31",0.818880741065229
"2021-11-01",0.823500587913477
"2021-11-02",0.828120434761724
"2021-11-03",0.832740281609972
"2021-11-04",0.837360128458219
"2021-11-05",0.841979975306467
"2021-11-06",0.846599822154715
"2021-11-07",0.851219669002962
"2021-11-08",0.85583951585121
"2021-11-09",0.860459362699457
"2021-11-10",0.865079209547705
"2021-11-11",0.869699056395952
"2021-11-12",0.8743189032442
"2021-11-13",0.878938750092447
"2021-11-14",0.883558596940695
"2021-11-15",0.888178443788943
"2021-11-16",0.890936736723271
"2021-11-17",0.8936950296576
"2021-11-18",0.896453322591929
"2021-11-19",0.899211615526257
"2021-11-20",0.901969908460586
"2021-11-21",0.904728201394915
"2021-11-22",0.907486494329244
"2021-11-23",0.910244787263572
"2021-11-24",0.913003080197901
"2021-11-25",0.91576137313223
"2021-11-26",0.918519666066558
"2021-11-27",0.921277959000887
"2021-11-28",0.924036251935216
"2021-11-29",0.926794544869544
"2021-11-30",0.929552837803873
"2021-12-01",0.932311130738202
"2021-12-02",0.935069423672531
"2021-12-03",0.937827716606859
"2021-12-04",0.940586009541188
"2021-12-05",0.943344302475517
"2021-12-06",0.946102595409845
"2021-12-07",0.948860888344174
"2021-12-08",0.951619181278503
"2021-12-09",0.954377474212831
"2021-12-10",0.95713576714716
"2021-12-11",0.959894060081489
"2021-12-12",0.962652353015817
"2021-12-13",0.965410645950146
"2021-12-14",0.968168938884475
"2021-12-15",0.970927231818803
