"","0-9","10-19","20-29","30-39","40-49","50-59","60-69","70-"
"0-9",0.0363643891096342,0.000341548587157007,0.000611030426016806,0.00118854836062954,0.00167576802909282,0.000775093349613452,0.000547482558544487,0
"10-19",0.000341548587157007,0.00790070816113591,0.00245033924185395,0.00202795788662989,0.00212041330941949,0.00152918346381508,0.000393705048686174,0
"20-29",0.000611030426016806,0.00245033924185395,0.00519050203438885,0.000898940636434703,0.000777604830885953,0.000412096959398421,0.000116290385087535,0
"30-39",0.00118854836062954,0.00202795788662989,0.000898940636434703,0.00145827896537042,0.00115636908382606,0.000424021271597636,0.000124490365152421,0
"40-49",0.00167576802909282,0.00212041330941949,0.000777604830885953,0.00115636908382606,0.00154718567719734,0.000565821776931772,0.000127020921071513,0
"50-59",0.000775093349613452,0.00152918346381508,0.000412096959398421,0.000424021271597636,0.000565821776931772,0.000354554342552713,8.91299632223887e-05,0
"60-69",0.000547482558544487,0.000393705048686174,0.000116290385087535,0.000124490365152421,0.000127020921071513,8.91299632223887e-05,2.61317156944558e-05,0
"70-",0,0,0,0,0,0,0,0
