"","0-9","10-19","20-29","30-39","40-49","50-59","60-69","70-"
"0-9",0,0.00199472594491832,0.000935835683378608,0.00183246909425588,0.00120967087634921,0.000716704352726226,0.00197861942925802,0.001329776931576
"10-19",0.00199472594491832,0.00589678021031835,0.00268154017873678,0.00181050090447243,0.00226575369145727,0.00166221249325111,0.000959281013289314,0.00217268303090661
"20-29",0.000935835683378608,0.00268154017873678,0.0141719860609816,0.00564813362505805,0.00381724836750667,0.00394659067331432,0.00293131663656084,0.00260899482049845
"30-39",0.00183246909425588,0.00181050090447243,0.00564813362505805,0.00802121253515101,0.00482925493779813,0.00390446647666231,0.00467880608471916,0.00308259794875639
"40-49",0.00120967087634921,0.00226575369145727,0.00381724836750667,0.00482925493779813,0.00589938163963697,0.00419100042323705,0.00429178201739233,0.00418974971601215
"50-59",0.000716704352726226,0.00166221249325111,0.00394659067331432,0.00390446647666231,0.00419100042323705,0.00585822681194701,0.00582733847739229,0.00517856561110531
"60-69",0.00197861942925802,0.000959281013289314,0.00293131663656084,0.00467880608471916,0.00429178201739233,0.00582733847739229,0.00721797731667639,0.0070883560866329
"70-",0.001329776931576,0.00217268303090661,0.00260899482049845,0.00308259794875639,0.00418974971601215,0.00517856561110531,0.0070883560866329,0.00961707215892139
