"","0-9","10-19","20-29","30-39","40-49","50-59","60-69","70-"
"0-9",0,0.0157899640452459,0.00651911678419218,0.0144703713687911,0.008240603703108,0.00487591427305204,0.0157470142459876,0.00931910353957482
"10-19",0.0172493812862684,0.0464080424011732,0.0186798536294072,0.0142968962114403,0.0154349241807846,0.01130843644225,0.00763523176281224,0.0152262064733665
"20-29",0.00796478602307924,0.0208913468528311,0.0987233483787833,0.0446013476305505,0.0260041236405509,0.0268496175873764,0.0233319728479321,0.0182838882891614
"30-39",0.0155666214227043,0.0140787491200157,0.0392714842870751,0.0633407267688577,0.0328981848713892,0.0265630364177281,0.0372388159724249,0.0216029085579757
"40-49",0.0102820704062913,0.0176292429869867,0.026556963388725,0.0381574017383343,0.040188176086671,0.0285123966448612,0.0341574460884323,0.0293618504587436
"50-59",0.00608376745791357,0.0129159609887264,0.0274201165826472,0.0308091399706029,0.0285120683761768,0.0398549438391088,0.0463816037306336,0.0362914921822088
"60-69",0.0168943108597029,0.00749846043003012,0.0204884154239374,0.0371384212530507,0.0293701461704975,0.0398814993811624,0.0574307217486832,0.0496753423285958
"70-",0.0113475695872931,0.0169718057099758,0.0182226664208151,0.0244526684002888,0.0286543522813575,0.0354174262987282,0.0563802926336154,0.067396635532197
